company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees_x,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,num_employees_y,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
CHEWY,1024,564,1304,"['Consumer Cyclical', 'eCommerce', 'Internet or Mobile App Based Business', 'Retail']",431,216,489,21300,2011,,"Chewy, Inc.",,-403974000.0,-2004000.0,14736000.0,,-403974000.0,-2004000.0,14736000.0,,1336295000.0,1742914000.0,2071545000.0,,4846743000.0,7146264000.0,8890773000.0,,-49861000.0,-123695000.0,-193272000.0,,-0.63,-0.23,-0.18,,932321000.0,1740910000.0,2086281000.0,,-252370000.0,-92486000.0,-73817000.0,USD,19400,,,,,,
FIRST SOLAR,2044,1954,2368,"['Technology', 'Electronics', 'Semiconductors', 'Solar Power Devices']",749,603,794,5500,1999,2006,"First Solar, Inc.",5096767000.0,5520928000.0,5959551000.0,5836055000.0,5550954000.0,5758619000.0,6195556000.0,6020404000.0,2418922000.0,1588003000.0,1454195000.0,2415173000.0,3063117000.0,2711332000.0,2923377000.0,2619319000.0,-362298000.0,-131227000.0,-99040000.0,-1192574000.0,-1.09,3.76,4.41,-0.41000000000000003,7515689000.0,7108931000.0,7413746000.0,8251228000.0,-114933000.0,398355000.0,468693000.0,-44166000.0,USD,5500,,,,,,
IMMUNOMEDICS,993,1043,2967,"['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products']",420,361,957,366,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVANGRID,1066,1034,979,"['Utilities', 'Electric Utilities', 'Gas Utilities']",447,492,386,7579,1852,2015,"Avangrid, Inc.",15586000000.0,15826000000.0,19961000000.0,20342000000.0,21953000000.0,25687000000.0,26998000000.0,27603000000.0,18830000000.0,21997000000.0,19543000000.0,20781000000.0,6338000000.0,6320000000.0,6974000000.0,7923000000.0,-2713000000.0,-2858000000.0,-2440000000.0,-2548000000.0,2.26,1.88,1.97,2.2800000000000002,34416000000.0,37823000000.0,39504000000.0,41123000000.0,700000000.0,581000000.0,707000000.0,881000000.0,USD,7600,,,,,,
TAKE-TWO INTERACTIVE SOFTWARE,1088,1150,1137,"['Communication Services', 'Software and IT', 'Technology', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Entertainment']",455,323,444,7799,1993,1997,"Take-Two Interactive Software, Inc.",,2539244000.0,3331892000.0,3809659000.0,,2539244000.0,3331892000.0,3809659000.0,,2409588000.0,2696326000.0,2736560000.0,,3088970000.0,3372772000.0,3504800000.0,,4049000.0,-806724000.0,139216000.0,,3.58,5.14,3.62,,4948832000.0,6028218000.0,6546219000.0,,404459000.0,588886000.0,418022000.0,USD,7799,True,,['take-two-interactive-software'],['Take-Two Interactive Software'],0,0
JM FAMILY ENTERPRISES,978,978,978,,413,389,385,4500,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARDEN RESTAURANTS,1106,1099,1133,"['Consumer Cyclical', 'Retail', 'Restaurants', 'Food Service', 'Consumer Services']",463,453,440,175000,1968,,"Darden Restaurants, Inc.",2392600000.0,2331200000.0,2813100000.0,2198200000.0,3320300000.0,3260000000.0,3742900000.0,3099200000.0,3500200000.0,7614900000.0,7843000000.0,7937600000.0,8510400000.0,7806900000.0,7196100000.0,9630000000.0,-462600000.0,-544000000.0,-263700000.0,-389000000.0,5.78,-0.43,4.83,7.46,5892800000.0,9946100000.0,10656100000.0,10135800000.0,713400000.0,-52400000.0,629300000.0,952800000.0,USD,178956,,,,,,
EXPEDITORS INTERNATIONAL OF WASHINGTON,967,1033,1175,"['Industries', 'Transportation', 'Freight Transport', 'Logistics', 'Oil Refining']",406,434,452,20000,1979,,"Expeditors International of Washington, Inc.",2197219000.0,2663227000.0,3497991000.0,3113535000.0,2195028000.0,2659637000.0,3494426000.0,3110021000.0,1494665000.0,2264276000.0,4111938000.0,2476899000.0,8175426000.0,10116481000.0,16523517000.0,17071284000.0,-46015000.0,-46027000.0,-36645000.0,-87714000.0,3.45,4.14,8.37,8.33,3691884000.0,4927503000.0,7609929000.0,5590434000.0,590395000.0,696140000.0,1415492000.0,1357399000.0,USD,19900,,,,,,
J. M. SMUCKER COMPANY,1302,1548,1307,"['Consumer Defensive', 'Retail', 'FMCG', 'Food Products', 'Consumer Non Durables']",515,515,491,6700,1897,,The J. M. Smucker Company,,8190900000.0,8124800000.0,8140100000.0,,13564200000.0,11641600000.0,12450700000.0,,8779500000.0,8159400000.0,7914900000.0,,7801000000.0,8002700000.0,7998900000.0,,-271500000.0,311100000.0,-355500000.0,,6.84,7.79,5.84,,16970400000.0,16284200000.0,16055000000.0,,779500000.0,876300000.0,631700000.0,USD,6700,,,,,,
ICAHN ENTERPRISES,1340,1434,1213,"['Industries', 'Luxury Goods', 'Automobile', 'Automobile Parts', 'Conglomerate']",529,557,467,20041,1987,,Icahn Enterprises L.P.,10942000000.0,9257000000.0,9343000000.0,9558000000.0,13648000000.0,11441000000.0,11236000000.0,10996000000.0,13697000000.0,15730000000.0,18403000000.0,18356000000.0,10386000000.0,7423000000.0,10941000000.0,14126000000.0,586000000.0,-581000000.0,528000000.0,-260000000.0,-5.38,-7.33,-2.32,,24639000000.0,24987000000.0,27746000000.0,27914000000.0,-1098000000.0,-1653000000.0,-518000000.0,-183000000.0,USD,20041,,,,,,
CAMPBELL SOUP COMPANY,1454,1612,1056,"['Consumer Defensive', 'FMCG', 'Food Products', 'Consumer Non Durables', 'Package Foods']",567,480,412,14700,1869,,Campbell Soup Company,1112000000.0,2569000000.0,3154000000.0,3333000000.0,8203000000.0,7563000000.0,8164000000.0,7329000000.0,12036000000.0,9803000000.0,8580000000.0,8559000000.0,8107000000.0,8691000000.0,8476000000.0,8562000000.0,153000000.0,2272000000.0,-158000000.0,-230000000.0,0.7000000000000001,5.39,3.31,2.51,13148000000.0,12372000000.0,11734000000.0,11892000000.0,211000000.0,1628000000.0,1002000000.0,757000000.0,USD,14700,,,,,,
LPL FINANCIAL HOLDINGS,1417,1698,1960,"['Financial Services', 'Investments', 'Stock Markets, Trading, Capital Markets', 'Brokerage Services', 'Technology']",554,691,672,6900,1989,2010,LPL Financial Holdings Inc.,1023873000.0,1314854000.0,1670533000.0,2167552000.0,3422691000.0,3660268000.0,4484577000.0,4884996000.0,4856365000.0,5208717000.0,6321067000.0,7314674000.0,2042224000.0,1997543000.0,2350303000.0,3063701000.0,-180987000.0,-187499000.0,-458641000.0,-376400000.0,6.78,5.96,5.75,10.6,5880238000.0,6523571000.0,7991600000.0,9482226000.0,559880000.0,472640000.0,459866000.0,845702000.0,USD,6648,,,,,,
ETSY,892,793,2575,"['Consumer Cyclical', 'eCommerce', 'Internet or Mobile App Based Business', 'Business Services', 'Retail']",382,344,845,2790,2005,2015,"Etsy, Inc.",406634000.0,742424000.0,628619000.0,-547274000.0,1191760000.0,1804723000.0,2904037000.0,1732366000.0,1135718000.0,1662065000.0,3203190000.0,3182235000.0,818379000.0,1725625000.0,2329114000.0,2566111000.0,-488373000.0,-11379000.0,-1557969000.0,-30024000.0,0.8,2.88,3.88,,1542352000.0,2404489000.0,3831809000.0,2634961000.0,95894000.0,349246000.0,493507000.0,-694288000.0,USD,2790,,,,,,
ROBLOX CORP,397,422,1185,"['Gaming', 'Software and IT', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Entertainment', 'Leisure']",180,1040,1017,2128,2004,2021,Roblox Corporation,-112949000.0,-232381000.0,592923000.0,305035000.0,-137309000.0,-252388000.0,1572540000.0,1295010000.0,873157000.0,2080181000.0,3967673000.0,5070452000.0,508393000.0,923885000.0,1919181000.0,2225052000.0,-84330000.0,-97030000.0,-146821000.0,-441051000.0,-0.13486199999999998,-0.473531,-0.97,-1.55,760208000.0,1847800000.0,4560596000.0,5375487000.0,-70968000.0,-253254000.0,-491651000.0,-924366000.0,USD,2128,True,"['Sharing Economy', 'Payments & Settlement']",['roblox'],['Roblox'],2,0
KEYCORP,857,1118,808,"['Financial Services', 'Banking Services']",375,438,332,16975,1825,,KeyCorp,17038000000.0,17981000000.0,17423000000.0,13454000000.0,30191000000.0,32449000000.0,30053000000.0,38147000000.0,127950000000.0,152355000000.0,168923000000.0,176359000000.0,6182000000.0,6490000000.0,7038000000.0,7033000000.0,-4918000000.0,-24721000000.0,-15068000000.0,-10934000000.0,1.63,1.28,2.65,,144988000000.0,170336000000.0,186346000000.0,189813000000.0,1717000000.0,1343000000.0,2625000000.0,1917000000.0,USD,18220,,,,,,
BROWN & BROWN,1069,1289,1367,"['Financial Services', 'Insurance']",449,507,505,15201,1939,,"Brown & Brown, Inc.",3350300000.0,3754200000.0,4196900000.0,4606600000.0,4850600000.0,5780100000.0,6177300000.0,8298100000.0,4272500000.0,5212300000.0,5598500000.0,9366900000.0,2384700000.0,2606100000.0,3047500000.0,3573400000.0,-413600000.0,-759100000.0,-396700000.0,-1912700000.0,1.42,1.7000000000000002,2.08,2.38,7622800000.0,8966500000.0,9795400000.0,13973500000.0,398500000.0,480500000.0,587100000.0,671800000.0,USD,15201,,,,,,
HOWMET AEROSPACE,1390,1525,,"['Aerospace Products', 'Aerospace and Defense', 'Engines Manufacturing', 'Technology', 'Metal Fabrication Products']",545,562,,21400,1888,,Howmet Aerospace Inc.,4621000000.0,3580000000.0,3508000000.0,3601000000.0,9513000000.0,8279000000.0,7735000000.0,7763000000.0,12957000000.0,7866000000.0,6711000000.0,6654000000.0,14192000000.0,5259000000.0,4972000000.0,5663000000.0,583000000.0,271000000.0,107000000.0,-135000000.0,1.05,0.59,0.6000000000000001,1.12,17578000000.0,11446000000.0,10219000000.0,10255000000.0,470000000.0,261000000.0,258000000.0,469000000.0,USD,21400,,,,,,
BALL CORPORATION,716,695,770,"['Consumer Cyclical', 'Metals', 'Metal Products Manufacturing', 'Packaging Materials', 'Metal Fabrication Products']",320,266,323,21000,1880,,Ball Corporation,3019000000.0,3337000000.0,3685000000.0,3527000000.0,9356000000.0,11120000000.0,11407000000.0,11067000000.0,14341000000.0,14915000000.0,16029000000.0,16382000000.0,11474000000.0,11781000000.0,13811000000.0,15349000000.0,-422000000.0,-1181000000.0,-1639000000.0,-768000000.0,1.71,1.79,2.69,,17360000000.0,18252000000.0,19714000000.0,19909000000.0,566000000.0,585000000.0,878000000.0,719000000.0,USD,21000,,,,,,
ATMOS ENERGY CORPORATION,1440,1601,1132,"['Utilities', 'Energy', 'Gas Utilities']",562,548,439,4791,1906,,Atmos Energy Corporation,5750223000.0,6791203000.0,7906889000.0,9419091000.0,9279675000.0,11322982000.0,12837094000.0,15179738000.0,7617396000.0,8567829000.0,11701773000.0,12773898000.0,2901848000.0,2821137000.0,3407490000.0,4201662000.0,-1683660000.0,-1925518000.0,-1963655000.0,-2429958000.0,4.36,4.89,5.12,5.61,13367619000.0,15359032000.0,19608662000.0,22192989000.0,511406000.0,601443000.0,665563000.0,774398000.0,USD,4791,,,,,,
LIVE NATION ENTERTAINMENT,812,1142,1012,"['Communication Services', 'Consumer Services', 'Entertainment']",357,449,399,12800,1996,,"Live Nation Entertainment, Inc.",1913452000.0,138697000.0,363467000.0,763563000.0,4417082000.0,4383324000.0,4562833000.0,4915898000.0,9062163000.0,10450606000.0,14038851000.0,15697278000.0,11547969000.0,1861178000.0,6268447000.0,16681254000.0,-691000000.0,-224062000.0,-566962000.0,-784691000.0,-0.02,-8.12,-3.09,,10975615000.0,10589303000.0,14402318000.0,16460841000.0,-4882000.0,-1723355000.0,-670675000.0,149216000.0,USD,12800,,,,,,
UBIQUITI,1112,1066,1244,"['Technology', 'Network Hardware and Software', 'Software and IT', 'Networking Products / Solutions', 'Communications Equipment']",464,402,477,1377,2003,2011,Ubiquiti Inc.,99277000.0,-295458000.0,2699000.0,-382876000.0,563977000.0,332979000.0,469729000.0,379746000.0,776588000.0,1032909000.0,888286000.0,1227588000.0,1161733000.0,1284500000.0,1898094000.0,1691692000.0,-157567000.0,69584000.0,-19266000.0,-11180000.0,4.52,5.8100000000000005,9.79,6.14,875865000.0,737451000.0,890985000.0,844712000.0,322694000.0,380297000.0,616584000.0,378657000.0,USD,1377,,,,,,
ROYALTY PHARMA PLC,1178,930,,"['Healthcare', 'Pharmaceutical', 'Biotechnology']",491,256,,35,1996,2020,Royalty Pharma plc,6141438000.0,9896000000.0,10248545000.0,9525373000.0,12061693000.0,9896000000.0,12872664000.0,11746960000.0,6308457000.0,6124000000.0,7267320000.0,7288093000.0,1814254000.0,2122000000.0,2289463000.0,2237215000.0,-2116142000.0,-2759000000.0,-1870280000.0,-1029421000.0,6.630991,1.32,1.49,,12449895000.0,16020000000.0,17515865000.0,16813466000.0,2348535000.0,975000000.0,619728000.0,42832000.0,USD,,,,,,,
WEST PHARMACEUTICAL SERVICES,723,636,1366,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Chemicals', 'Packaging']",322,362,504,13550,1923,,"West Pharmaceutical Services, Inc.",1573200000.0,1854500000.0,2335400000.0,2684900000.0,1573200000.0,1854500000.0,2335400000.0,2684900000.0,768200000.0,939300000.0,978400000.0,931900000.0,1839900000.0,2146900000.0,2831600000.0,2886900000.0,-228000000.0,-179500000.0,-253100000.0,-288200000.0,3.27,4.68,8.89,,2341400000.0,2793800000.0,3313800000.0,3616800000.0,241700000.0,346200000.0,661800000.0,585900000.0,USD,10700,,,,,,
MARATHON OIL CORPORATION,1420,2070,1377,"['Energy', 'Oil and Gas', 'Petroleum', 'Natural Gas Generation']",556,937,511,1570,1887,,Marathon Oil Corporation,12153000000.0,10561000000.0,10686000000.0,11397000000.0,17654000000.0,15965000000.0,14664000000.0,16918000000.0,8092000000.0,7395000000.0,6308000000.0,8543000000.0,5063000000.0,3097000000.0,5601000000.0,7540000000.0,-2818000000.0,-1303000000.0,-1010000000.0,-4605000000.0,0.59,-1.83,1.2,5.27,20245000000.0,17956000000.0,16994000000.0,19940000000.0,480000000.0,-1451000000.0,946000000.0,3612000000.0,USD,1570,False,,['marathon-oil'],['Marathon Oil'],0,3
GARMIN,835,614,866,"['Technology', 'Technology Hardware and Instruments', 'Capital Goods', 'Electronics', 'Consumer Electronics']",366,340,350,19700,1989,2000,Garmin Ltd.,4793496000.0,5516116000.0,6114159000.0,6204340000.0,4793496000.0,5516116000.0,6114159000.0,6204340000.0,1373303000.0,1515257000.0,1740268000.0,1526830000.0,3757505000.0,4186573000.0,4982795000.0,4860286000.0,-450746000.0,-260524000.0,-475369000.0,-145124000.0,5.01,5.19,5.63,5.06,6166799000.0,7031373000.0,7854427000.0,7731170000.0,952486000.0,992324000.0,1082200000.0,973585000.0,USD,19700,,,,,,
MARKEL CORPORATION,1187,1222,982,"['Financial Services', 'Insurance']",495,489,387,20900,1930,1986,Markel Corporation,11255978000.0,12799789000.0,15179286000.0,13651479000.0,14605050000.0,16283812000.0,19056314000.0,17169163000.0,37473815000.0,28910265000.0,48448866000.0,49791259000.0,9523926000.0,9639213000.0,12918696000.0,11815544000.0,-535159000.0,-511748000.0,-2937802000.0,-1670204000.0,129.25,55.67,176.92,-23.57,37473815000.0,41710054000.0,48448866000.0,49791259000.0,1790466000.0,816030000.0,2425003000.0,-214123000.0,USD,20900,True,,['markel-ventures'],['Markel Ventures'],0,3
RIVIAN AUTOMOTIVE INC,221,772,2707,"['Automobile', 'Electric Vehicles', 'Batteries', 'Sports Vehicles', 'Trucks']",122,907,885,14122,2009,2021,"Rivian Automotive, Inc.",-375000000.0,-1384000000.0,19514000000.0,13799000000.0,-304000000.0,-1337000000.0,20740000000.0,15030000000.0,3008000000.0,5986000000.0,2780000000.0,4077000000.0,0.0,0.0,55000000.0,1658000000.0,-199000000.0,-914000000.0,-1794000000.0,-1369000000.0,-0.589212,-1.409405,-22.98,-7.4,2633000000.0,4602000000.0,22294000000.0,17876000000.0,-426000000.0,-1018000000.0,-4688000000.0,-6752000000.0,USD,14122,,,,,,
SUN COMMUNITIES,921,908,1127,"['Real Estate', 'Consumer Services', 'Investments', 'Property Investments']",390,427,437,7594,1975,1993,"Sun Communities, Inc.",3875952000.0,5627328000.0,6730605000.0,7888500000.0,7000316000.0,8970243000.0,12295729000.0,15007000000.0,3926108000.0,5579258000.0,6763479000.0,9195700000.0,1246180000.0,1388228000.0,2260373000.0,2934500000.0,-1010457000.0,-2486517000.0,-2338249000.0,-3062600000.0,1.8,1.34,3.36,2.0,7802060000.0,11206586000.0,13494084000.0,17084200000.0,161553000.0,131614000.0,380152000.0,242000000.0,USD,7199,,,,,,
WELLCARE HEALTH PLANS,938,938,938,"['Healthcare', 'Healthcare Service', 'HealthCare Products']",401,,372,14000,1985,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['wellcare'],['WellCare'],0,3
PERKINELMER,915,1048,1389,"['Healthcare', 'Biotechnology', 'Electronics', 'Medical Equipment', 'Technology']",388,435,517,16000,1937,,"PerkinElmer, Inc.",2813824000.0,3735492000.0,7130245000.0,7392876000.0,4877865000.0,5345193000.0,12109982000.0,11316223000.0,3730741000.0,4274794000.0,7885309000.0,6733975000.0,2883673000.0,3782745000.0,5067169000.0,3311822000.0,-487573000.0,-504498000.0,-4112758000.0,-132851000.0,2.06,6.52,8.12,4.585162,6544565000.0,8010286000.0,15015554000.0,14126851000.0,227558000.0,727887000.0,932157000.0,579179000.0,USD,16700,,,,,,
THE CLOROX COMPANY,946,1049,843,"['Consumer Defensive', 'Home Cleaning Accessories', 'Personal Care Products', 'FMCG', 'Chemicals']",404,303,342,9000,1913,,The Clorox Company,559000000.0,908000000.0,592000000.0,729000000.0,2846000000.0,3688000000.0,2895000000.0,3030000000.0,4557000000.0,5305000000.0,5742000000.0,5429000000.0,6214000000.0,6721000000.0,7341000000.0,7107000000.0,-196000000.0,-252000000.0,-452000000.0,-229000000.0,6.42,7.46,5.66,3.75,5116000000.0,6213000000.0,6334000000.0,6158000000.0,820000000.0,939000000.0,710000000.0,462000000.0,USD,9000,,,,,,
EPIC Games,934,934,934,"['Technology', 'Gaming', 'Software and IT', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Software Products']",399,374,371,6825,,,Card Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['epic-games'],['Epic Games'],23,3
CF INDUSTRIES HOLDINGS,1365,1987,1480,"['Basic Materials', 'Chemicals', 'Agriculture Related']",537,690,540,2700,1946,2005,"CF Industries Holdings, Inc.",5637000000.0,5603000000.0,6036000000.0,7853000000.0,6854000000.0,6634000000.0,6671000000.0,8016000000.0,6535000000.0,6420000000.0,6339000000.0,5460000000.0,4590000000.0,4124000000.0,6538000000.0,11186000000.0,-319000000.0,-299000000.0,-466000000.0,-440000000.0,2.24,1.48,4.27,16.45,12172000000.0,12023000000.0,12375000000.0,13313000000.0,493000000.0,317000000.0,917000000.0,3346000000.0,USD,2700,,,,,,
QUEST DIAGNOSTICS,1079,1155,1096,"['Healthcare', 'Health Care Diagnostics', 'HealthCare Products', 'Healthcare Service']",452,437,425,49000,1967,,Quest Diagnostics Incorporated,5763000000.0,6891000000.0,6562000000.0,6007000000.0,9607000000.0,10772000000.0,10454000000.0,9871000000.0,7080000000.0,7135000000.0,7049000000.0,6830000000.0,7726000000.0,9437000000.0,10788000000.0,9883000000.0,-411000000.0,-772000000.0,21000000.0,-543000000.0,6.36,10.62,15.85,8.1,12843000000.0,14026000000.0,13611000000.0,12837000000.0,858000000.0,1431000000.0,1995000000.0,946000000.0,USD,40000,,,,,,
BEST BUY,852,740,673,"['Consumer Cyclical', 'Retail', 'Electronics', 'Consumer Services']",372,299,287,90000,1966,,"Best Buy Co., Inc.",,3479000000.0,4587000000.0,3020000000.0,,4736000000.0,5840000000.0,4236000000.0,,12112000000.0,14480000000.0,14484000000.0,,43638000000.0,47262000000.0,51761000000.0,,-895000000.0,-788000000.0,-1372000000.0,,5.82,6.93,9.94,,15591000000.0,19067000000.0,17504000000.0,,1541000000.0,1798000000.0,2454000000.0,USD,52200,,,,,,
STEEL DYNAMICS,1586,1469,2004,"['Basic Materials', 'Iron and Steel', 'Metals', 'Mining']",612,718,688,12060,1993,1996,"Steel Dynamics, Inc.",4064855000.0,4348226000.0,6320171000.0,8095805000.0,6720822000.0,7360946000.0,9313343000.0,11143598000.0,4210910000.0,4917336000.0,6211063000.0,6064179000.0,10485286000.0,9601482000.0,18408850000.0,22260774000.0,-576686000.0,-993259000.0,-999420000.0,-1879269000.0,3.06,2.61,15.67,21.06,8275765000.0,9265562000.0,12531234000.0,14159984000.0,671103000.0,550822000.0,3214066000.0,3862674000.0,USD,12060,,,,,,
MID-AMERICA APARTMENT COMMUNITIES,843,994,1036,"['Real Estate', 'Consumer Services', 'Property Investments']",367,482,408,2387,1977,1994,"Mid-America Apartment Communities, Inc.",6303590000.0,6103805000.0,6184092000.0,6210419000.0,10537294000.0,10449742000.0,10512052000.0,10440663000.0,4926860000.0,5090986000.0,5101090000.0,5030746000.0,1641017000.0,1677984000.0,1778082000.0,2019866000.0,-238273000.0,-484731000.0,-253586000.0,-405236000.0,3.07,2.2,4.62,5.49,11230450000.0,11194791000.0,11285182000.0,11241165000.0,353811000.0,254962000.0,533791000.0,637436000.0,USD,2387,,,,,,
INCYTE CORPORATION,1253,1252,865,"['Healthcare', 'Biopharmaceutical', 'Biotechnology', 'Pharmaceutical', 'HealthCare Products']",511,381,349,2324,1991,,Incyte Corporation,2598406000.0,2611268000.0,3770004000.0,4370119000.0,2616706000.0,2611268000.0,3770004000.0,4370119000.0,828344000.0,949650000.0,1163348000.0,1470865000.0,2158759000.0,2666702000.0,2986267000.0,3394635000.0,-87454000.0,-269001000.0,-207699000.0,-78542000.0,2.08,-1.3599999999999999,4.3,1.53,3426750000.0,3560918000.0,4933352000.0,5840984000.0,446906000.0,-295697000.0,948581000.0,340660000.0,USD,2324,,,,,,
DUKE REALTY CORPORATION,914,1083,1209,"['Real Estate', 'Consumer Services', 'Property Investments']",387,474,465,340,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXAS PACIFIC LAND TRUST,1926,1864,2328,"['Energy', 'Oil and Gas']",711,896,779,94,1888,,Texas Pacific Land Corporation,512137000.0,485184000.0,651711000.0,772887000.0,512137000.0,485184000.0,651711000.0,772887000.0,86039000.0,86451000.0,112353000.0,104540000.0,490496000.0,302554000.0,450958000.0,667422000.0,-111692000.0,-25998000.0,-14997000.0,-21401000.0,41.09,22.7,34.83,,598176000.0,571635000.0,764064000.0,877427000.0,320928000.0,176049000.0,269980000.0,446362000.0,USD,99,,,,,,
