company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees,founded_year,ipo_year,matched_to,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,currency,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
THE CARLYLE GROUP,1129.0,1207.0,1332.0,"['Financial Services', 'Asset Management', 'Investments']",469.0,583.0,498.0,2100.0,1987.0,2012.0,The Carlyle Group Inc.,10.839,12.715,15.544,14.582,0.381,0.348,2.975,1.225,3.05,0.99,8.37,3.39,2.702,1.877,5.532,3.355,7.302,10.223,13.241,14.398,-0.028,-0.061,-0.032,-0.829,13.809,15.645,21.25,21.403,2.97,2.93,5.706,6.821,USD,,,,,,
CROWN HOLDINGS,1435.0,1461.0,1554.0,"['Consumer Cyclical', 'Consumer Durables', 'Packaging']",561.0,506.0,562.0,26000.0,1892.0,,"Crown Holdings, Inc.",13.39,14.066,11.55,12.014,0.51,0.579,-0.56,0.727,3.81,4.34,-4.3,6.01,11.665,11.575,11.394,12.943,9.531,10.221,7.964,8.641,-0.374,-0.535,1.507,-0.642,15.482,16.67,13.88,14.301,2.092,2.604,2.33,2.287,USD,,,,,,
REXFORD INDUSTRIAL REALTY,1685.0,2204.0,2658.0,"['Real Estate', 'Consumer Services', 'Property Investments']",648.0,821.0,870.0,223.0,2013.0,2013.0,"Rexford Industrial Realty, Inc.",1.016,1.421,1.713,2.336,0.062,0.076,0.128,0.168,0.47,0.51,0.8,,0.267,0.33,0.452,0.631,3.414,4.461,6.184,8.493,-0.973,-0.988,-1.913,-2.449,3.639,4.951,6.781,9.259,2.622,3.531,5.068,6.923,USD,,,,,,
ZENDESK,1622.0,1421.0,1705.0,"['Technology', 'Software and IT', 'Software Products']",624.0,419.0,607.0,5860.0,2007.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRST CITIZENS BANCSHARES,1405.0,2181.0,2416.0,"['Financial Services', 'Banking Services']",550.0,899.0,813.0,10375.0,1898.0,,"First Citizens BancShares, Inc.",36.254,45.728,53.571,99.636,0.457,0.492,0.547,1.098,41.05,47.5,53.88,,1.727,1.865,1.839,4.541,4.47,5.477,5.932,14.121,-1.558,-9.872,-7.568,0.075,39.824,49.958,58.308,109.298,3.571,4.229,4.737,9.662,USD,,,,,,
FEDERAL HOME LOAN MORTGAGE CORPORATION PFD 5.1% SAL,36859.0,2241.0,,['Financial Services'],,,,,,,Federal Home Loan Mortgage Corporation PFD 5.1% SAL,2194.501,2611.002,2997.553,3171.315,7.214,7.326,12.109,9.327,,,,,14.078,16.659,21.951,21.264,2188.65,2608.959,3008.218,3182.85,48.152,-83.355,24.25,11.398,2203.623,2627.415,3025.586,3208.333,9.122,16.413,28.033,37.018,USD,,,,,,
PARAMOUNT GLOBAL,,,,"['Media', 'Entertainment', ""TV's""]",,,,24500.0,,,Paramount Global,36.23,36.607,35.65,34.787,3.308,2.422,4.543,1.104,5.38,3.93,7.02,,27.812,25.285,28.586,30.154,31.209,35.088,40.1,38.643,-0.155,0.056,2.395,-0.526,49.519,52.663,58.62,58.393,13.289,16.056,22.97,23.606,USD,,,,,,
TRANSUNION,976.0,938.0,964.0,"['Industries', 'Software and IT', 'Financial Services', 'Consulting Services']",412.0,383.0,379.0,10200.0,1968.0,2015.0,TransUnion,4.774,4.676,8.629,7.397,0.347,0.343,1.387,0.27,1.85,1.81,7.25,1.4,2.656,2.717,2.96,3.71,5.844,5.939,10.159,9.725,-0.204,-0.267,-2.213,-0.724,7.113,7.312,12.635,11.666,2.339,2.636,4.006,4.269,USD,True,,['transunion'],['TransUnion'],3.0,3.0
HENRY SCHEIN,1754.0,1862.0,1539.0,"['Healthcare', 'HealthCare Products', 'Healthcare Service']",668.0,634.0,556.0,22000.0,1932.0,1995.0,"Henry Schein, Inc.",3.521,3.788,4.418,3.936,0.695,0.404,0.631,0.538,4.7,2.83,4.51,3.95,9.986,10.119,12.401,12.647,3.621,3.864,4.236,4.486,-0.424,-0.115,-0.677,-0.276,7.151,7.773,8.481,8.607,3.63,3.984,4.063,4.671,USD,,,,,,
C.H. ROBINSON WORLDWIDE,1429.0,1699.0,1431.0,"['Industries', 'Transportation', 'Freight Transport', 'Logistics', 'Oil Refining']",559.0,527.0,524.0,17399.0,1905.0,1997.0,"C.H. Robinson Worldwide, Inc.",2.97,3.264,5.006,4.601,0.577,0.506,0.844,0.941,4.21,3.74,6.37,,15.31,16.207,23.102,24.697,2.763,2.973,3.416,2.273,-0.113,-0.272,-0.086,-0.065,4.641,5.144,7.028,5.955,1.671,1.88,2.022,1.353,USD,,,,,,
STANLEY BLACK & DECKER,686.0,685.0,612.0,"['Industries', 'Construction Equipment', 'Tools and Equipment']",312.0,279.0,258.0,71300.0,1843.0,,"Stanley Black & Decker, Inc.",11.454,12.5,16.605,15.249,0.956,1.234,1.689,1.062,6.44,7.85,10.55,7.13,14.442,14.535,15.617,16.947,12.313,15.305,15.944,15.065,-1.194,-1.571,-2.62,3.597,20.597,23.566,28.198,24.963,9.142,11.066,11.592,9.714,USD,,,,,,
BILL.COM HOLDINGS,1004.0,842.0,4339.0,"['Technology', 'Software and IT', 'Digital Payment Solution Services', 'Cloud Services']",424.0,585.0,1345.0,2269.0,2006.0,,Bill.com Holdings Inc,1.629,1.693,3.44,5.212,-0.007,-0.031,-0.099,-0.326,-0.0887609999999999,-0.7035,-1.19595,-3.22605,0.108,0.158,0.238,0.642,-0.103,0.711,3.519,5.742,-0.42,-0.249,-1.427,-1.127,1.526,2.404,5.969,9.256,-0.103,0.711,2.53,4.044,USD,,,,,,
AGCO CORPORATION,2028.0,1889.0,2400.0,"['Industries', 'Agriculture Machinery', 'Agriculture Products', 'Capital Goods', 'Machinery Manufacturing']",744.0,724.0,806.0,25600.0,1990.0,,AGCO Corporation,4.853,5.486,5.738,6.221,0.125,0.427,0.897,0.89,1.64,5.69,11.93,11.92,9.041,9.15,11.138,12.651,4.046,4.237,4.827,5.147,-0.272,-0.242,-0.311,-0.497,7.76,8.504,9.182,10.104,2.907,3.018,3.444,3.883,USD,False,,['agc'],['AGC'],0.0,3.0
UNIVERSAL HEALTH SERVICES,1793.0,1580.0,1245.0,"['Healthcare', 'Hospitals', 'HealthCare Products', 'Healthcare Service']",677.0,559.0,478.0,94000.0,1979.0,,"Universal Health Services, Inc.",6.085,7.07,6.895,7.524,0.815,0.944,0.992,0.676,9.16,11.06,11.99,,11.378,11.559,12.642,13.399,9.401,9.841,10.232,10.647,-0.688,-0.803,-0.914,-0.647,11.668,13.477,13.094,13.494,5.583,6.407,6.198,5.97,USD,,,,,,
MAGIC LEAP,1524.0,1524.0,1524.0,"['Technology', 'Technology Hardware and Instruments', 'Sensors', 'Artificial Intelligence']",592.0,572.0,554.0,1226.0,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.F. CORPORATION,732.0,724.0,374.0,"['Consumer Cyclical', 'Clothing', 'Readymade Clothing', 'Apparels and Accessories', 'Footwear']",324.0,244.0,177.0,35000.0,1899.0,,V.F. Corporation,,7.776,10.698,9.812,,0.778,0.408,1.387,,1.72,1.05,3.55,,10.489,9.239,11.842,,5.966,8.765,8.115,,-0.302,-2.896,0.904,,11.133,13.754,13.342,,3.357,3.056,3.53,USD,,,,,,
CARNIVAL CORPORATION,827.0,772.0,439.0,"['Consumer Cyclical', 'Travel and Transport', 'Marine Transportation', 'Transportation', 'Consumer Services']",364.0,324.0,197.0,150000.0,1972.0,,Carnival Corporation & plc,19.693,33.038,41.199,44.639,2.99,-10.236,-9.501,-6.093,4.34,-13.2,-8.46,-5.16,20.825,5.594,1.908,12.169,35.04,42.685,40.654,39.017,-5.277,-3.24,-3.543,-4.767,45.058,53.593,53.344,51.703,25.365,20.555,12.145,7.064,USD,,,,,,
JUNIPER NETWORKS,1724.0,2043.0,1790.0,"['Technology', 'Software and IT', 'Network Hardware and Software', 'Electronics', 'Computers Hardware']",659.0,748.0,632.0,10901.0,1996.0,1999.0,"Juniper Networks, Inc.",4.227,4.835,4.57,4.852,0.345,0.258,0.253,0.471,1.01,0.78,0.78,1.46,4.445,4.445,4.735,5.301,6.294,6.249,6.004,6.076,-0.528,-0.289,0.014,0.408,8.838,9.378,8.887,9.327,4.611,4.544,4.317,4.475,USD,,,,,,
DECKERS OUTDOOR CORPORATION,2001.0,1733.0,2780.0,"['Consumer Cyclical', 'Clothing', 'Readymade Clothing', 'Textile', 'Consumer Non Durables']",736.0,700.0,910.0,4000.0,1973.0,1993.0,Deckers Outdoor Corporation,,0.625,0.723,0.793,,0.276,0.383,0.452,,9.73,13.64,16.43,,2.133,2.546,3.15,,1.17,1.444,1.539,,-0.032,-0.032,-0.051,,1.765,2.168,2.332,,1.14,1.444,1.539,USD,,,,,,
MAGELLAN MIDSTREAM PARTNERS,1859.0,1817.0,1089.0,"['Energy', 'Financial Services', 'Wealth Management', 'Investments', 'Oil and Gas']",694.0,637.0,424.0,1655.0,2000.0,,"Magellan Midstream Partners, L.P.",5.723,5.893,6.13,6.023,1.021,0.817,0.982,1.036,4.46,3.62,4.47,4.95,2.728,2.428,2.733,3.2,7.421,7.282,6.989,6.7,-1.007,-0.199,0.118,0.274,8.438,8.197,8.03,7.708,2.715,2.304,1.9,1.685,USD,,,,,,
FIDELITY NATIONAL FINANCIAL,1334.0,1492.0,1252.0,"['Financial Services', 'Insurance']",528.0,568.0,480.0,21759.0,1847.0,2014.0,"Fidelity National Financial, Inc.",4.968,42.063,51.233,59.61,1.062,1.427,2.422,1.136,3.89,5.02,8.5,4.13,8.469,10.778,15.643,11.556,5.382,8.351,9.414,-2.862,-0.52,-2.331,-7.449,-10.524,10.677,50.455,60.69,65.589,5.709,8.392,9.457,5.979,USD,True,"['Investment Banking', 'Custody Solutions', 'Asset Tokenization']","['fidelity', 'fidelitylabs', 'fidelity-digital-asset-services']","['Fidelity', 'FidelityLabs', 'Fidelity Digital Asset Services']",225.0,3.0
ANTERO RESOURCES CORPORATION,2922.0,3863.0,8403.0,"['Energy', 'Oil and Gas']",996.0,1873.0,,586.0,2002.0,2013.0,Antero Resources Corporation,8.227,7.061,7.83,7.101,-0.34,-1.268,-0.187,1.899,-1.11,-4.65,-0.61,6.18,3.648,3.084,5.791,8.295,10.73,8.769,7.883,7.938,-1.041,-0.53,-0.711,-0.944,15.198,13.151,13.897,14.118,6.971,6.09,6.066,7.017,USD,,,,,,
ANNALY CAPITAL MANAGEMENT,1656.0,1618.0,1136.0,"['Real Estate', 'Consumer Services', 'Property Investments']",639.0,554.0,443.0,161.0,1997.0,,"Annaly Capital Management, Inc.",114.499,74.433,63.569,70.481,-2.163,-0.891,2.39,1.725,-6.4,-2.92,6.4,3.93,-1.992,-0.585,2.662,1.954,26.356,21.045,19.375,20.065,-20.642,40.352,4.899,-14.527,130.295,88.455,76.764,81.851,15.796,14.022,13.195,11.369,USD,,,,,,
NEWS CORPORATION,1489.0,1563.0,1744.0,"['Communication Services', 'Media', 'Advertising', 'Paper and Pulp', 'Consumer Services']",579.0,599.0,617.0,25000.0,2004.0,,News Corporation,5.4,5.872,7.625,8.078,0.155,-1.269,0.33,0.623,0.27,-2.16,0.56,1.06,10.074,9.008,9.358,10.385,10.148,8.765,10.496,10.998,-0.677,-0.427,-1.292,-2.076,15.711,14.261,16.771,17.221,10.311,8.389,9.146,9.143,USD,,,,,,
LOVE'S TRAVEL STOPS & COUNTRY STORES,1482.0,,,"['Retail', 'Energy']",576.0,,,36000.0,1964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARKETAXESS HOLDINGS,1398.0,1184.0,1086.0,"['Financial Services', 'Software and IT', 'Technology', 'Software Products', 'Stock Markets, Trading, Capital Markets']",546.0,355.0,422.0,744.0,2000.0,2004.0,MarketAxess Holdings Inc.,0.185,0.376,0.489,0.527,0.205,0.299,0.258,0.25,5.53,8.01,6.88,,0.511,0.689,0.699,0.718,0.77,0.955,1.041,1.081,-0.122,0.069,-0.068,-0.086,0.955,1.331,1.53,1.608,0.77,0.955,1.041,1.081,USD,,,,,,
BENTLEY SYSTEMS INC,1611.0,1180.0,,"['Technology', 'Software and IT']",619.0,588.0,,4500.0,1984.0,2020.0,"Bentley Systems, Incorporated",0.66,0.784,2.25,2.592,0.103,0.127,0.093,0.175,0.3946179999999999,0.44,0.3,,0.737,0.802,0.965,1.099,0.568,0.588,1.84,2.348,-0.054,-0.117,-1.057,-0.77,0.995,1.126,2.659,3.165,0.335,0.342,0.409,0.573,USD,,,,,,
AXA EQUITABLE HOLDINGS,1404.0,1595.0,1169.0,"['Financial Services', 'Insurance']",549.0,574.0,449.0,96595.0,1859.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['axa', 'axa-xl', 'axa-venture-partners']","['AXA', 'AXA XL', 'AXA Venture Partners']",7.0,2.0
MASCO CORPORATION,1243.0,1402.0,1135.0,"['Industries', 'Forest Products', 'Home Improvement', 'Construction Materials', 'Building Products and Equipment']",508.0,486.0,442.0,19000.0,1929.0,,Masco Corporation,5.083,5.356,5.519,5.429,0.935,1.224,0.41,0.844,3.24,4.6,1.63,3.65,6.707,7.188,8.375,8.68,2.715,3.213,3.005,2.684,0.582,0.531,-0.012,-0.23,5.027,5.777,5.575,5.187,-0.056,0.421,0.056,-0.242,USD,,,,,,
CHARLES RIVER LABORATORIES INTERNATIONAL,1223.0,981.0,1981.0,"['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products', 'Pharmaceutical']",505.0,536.0,681.0,21400.0,1947.0,2000.0,"Charles River Laboratories International, Inc.",3.026,3.347,4.432,4.579,0.252,0.364,0.391,0.486,5.17,7.35,7.77,,2.621,2.924,3.54,3.976,3.484,4.044,5.198,5.684,-0.682,-0.602,-1.438,-0.608,4.693,5.491,7.024,7.603,1.666,2.144,2.592,3.024,USD,,,,,,
CELANESE CORPORATION,1102.0,1210.0,1050.0,"['Basic Materials', 'Chemicals']",462.0,462.0,410.0,13263.0,1918.0,2005.0,Celanese Corporation,6.578,7.014,7.438,20.167,0.852,1.985,1.89,1.894,6.88,16.85,16.99,17.48,6.297,5.655,8.537,9.673,5.916,6.753,7.365,19.01,-0.493,0.592,-1.119,-11.141,9.476,10.909,11.975,26.272,2.898,3.895,4.537,6.105,USD,,,,,,
MOLSON COORS BREWING COMPANY,1739.0,1918.0,1313.0,"['Consumer Defensive', 'Beverages', 'Alcoholic Beverages', 'Wine', 'Beer']",663.0,619.0,492.0,16600.0,2005.0,,Molson Coors Beverage Company,15.187,14.71,13.955,12.953,0.242,-0.949,1.006,-0.175,1.12,-4.38,4.63,,10.579,9.654,10.28,10.701,21.529,19.573,20.064,18.855,-0.433,-0.414,-0.51,-0.625,28.86,27.331,27.619,25.868,13.673,12.621,13.664,12.915,USD,,,,,,
UNITY SOFTWARE INC.,589.0,580.0,,"['Technology', 'Software and IT', 'Video Games / Mobile Games / Tech Games / Casino Games']",271.0,184.0,,7703.0,2004.0,2020.0,Unity Software Inc.,0.369,0.634,2.447,4.08,-0.163,-0.282,-0.533,-0.921,-0.7150869999999999,-1.66,-1.89,-2.966345,0.542,0.772,1.111,1.391,0.394,2.037,4.097,6.235,-0.22,-0.575,-1.837,0.723,0.763,2.671,4.841,7.834,0.394,2.037,2.394,3.754,USD,False,,['unity-technologies'],['Unity Technologies'],8.0,1.0
GRACO,1516.0,1551.0,1732.0,"['Industries', 'Capital Goods', 'Industry Machinery', 'Engineering Products']",588.0,547.0,612.0,3700.0,1926.0,,Graco Inc.,0.667,0.704,0.734,0.579,0.344,0.33,0.44,0.461,2.06,1.97,2.59,2.73,1.646,1.65,1.988,2.144,1.189,1.434,1.784,1.935,-0.155,-0.099,-0.153,-0.227,1.692,1.988,2.443,2.439,1.025,1.284,1.709,1.86,USD,,,,,,
WISH,1383.0,1383.0,1383.0,"['eCommerce', 'Technology', 'Internet or Mobile App Based Business']",542.0,533.0,515.0,828.0,2010.0,,ContextLogic Inc.,2.805,1.37,0.465,0.322,-0.129,-0.745,-0.361,-0.384,-7.187979,-176.1,-17.1,-17.1,1.901,2.541,2.085,0.571,-1.439,1.027,0.818,0.477,-0.04,0.165,-0.003,-0.047,1.366,2.397,1.283,0.799,-1.439,1.027,0.818,0.477,USD,,,,,,
"LUCID GROUP, INC.",252.0,667.0,,"['Consumer Cyclical', 'Electric Vehicles', 'Batteries', 'Automobile']",133.0,,,7200.0,2007.0,,"Lucid Group, Inc.",,0.227,3.972,3.53,-0.277,-0.719,-2.58,-1.304,-10.852437,-28.42,-6.41,,0.005,0.004,0.027,0.608,,1.175,5.896,6.342,-0.104,-0.46,-0.421,-3.682,,1.403,7.882,7.879,,1.175,3.909,4.35,USD,,,,,,
NISOURCE,1755.0,1997.0,1324.0,"['Utilities', 'Energy', 'Gas Utilities', 'Electric Utilities', 'Electricity Generation']",669.0,665.0,497.0,7342.0,1912.0,,NiSource Inc.,16.673,16.203,16.884,18.835,0.383,-0.018,0.585,0.804,0.88,-0.19,1.35,1.84,5.209,4.682,4.9,5.851,13.843,14.972,16.131,17.099,-1.922,-0.879,-2.205,-2.57,22.66,22.04,24.157,26.737,5.987,5.838,7.273,7.902,USD,,,,,,
"ALBERTSONS COMPANIES, INC.",1383.0,1478.0,,"['Retail', 'Super Markets', 'Pharmacy']",543.0,686.0,,290000.0,1939.0,2020.0,"Albertsons Companies, Inc.",,22.457,25.274,25.098,,0.466,0.85,1.62,,0.8,1.53,2.73,,62.455,69.69,71.887,,10.771,9.426,10.161,,-0.378,-1.572,-1.539,,24.735,26.598,28.123,,2.278,1.324,3.025,USD,,,,,,
FORTUNE BRANDS HOME & SECURITY,1461.0,1545.0,1655.0,"['Consumer Cyclical', 'Construction Materials', 'Home Improvement', 'Home Furnishing']",570.0,552.0,593.0,28000.0,2011.0,,Fortune Brands Home & Security Inc,3.864,4.583,4.871,4.036,0.432,0.553,0.772,0.687,3.094826,3.99,5.62,5.27,5.765,6.09,7.656,4.723,4.211,5.348,5.375,4.159,-0.128,-0.924,-0.207,-0.452,6.291,7.359,7.936,6.121,2.428,2.776,3.065,2.084,USD,,,,,,
PAYLOCITY HOLDING CORPORATION,1690.0,1432.0,2175.0,"['Technology', 'Software and IT', 'Software Products']",650.0,582.0,733.0,5300.0,1997.0,2014.0,Paylocity Holding Corporation,1.496,1.593,1.938,4.196,0.054,0.064,0.071,0.091,1.02,1.2,1.3,1.65,0.468,0.561,0.636,0.853,0.308,0.493,0.477,0.613,-0.043,-0.049,0.048,-0.48,1.804,1.986,2.415,4.809,0.308,0.393,0.477,0.613,USD,,,,,,
REGENCY CENTERS CORPORATION,1531.0,1718.0,1416.0,"['Real Estate', 'Property Investments', 'Commercial Properties', 'Investments', 'Retail']",595.0,719.0,523.0,445.0,1963.0,1993.0,Regency Centers Corporation,4.842,4.879,4.683,4.682,0.239,0.045,0.361,0.483,1.432592,0.27,2.12,,1.133,1.016,1.166,1.224,9.649,9.643,9.756,9.824,-0.283,-0.026,-0.286,-0.206,11.132,10.937,10.793,10.86,6.29,6.058,6.11,6.178,USD,,,,,,
BOSTON PROPERTIES,1056.0,1202.0,645.0,"['Real Estate', 'Property Investments', 'Investments', 'Consumer Services', 'Commercial Properties']",444.0,478.0,272.0,780.0,1970.0,1997.0,"Boston Properties, Inc.",13.262,14.512,14.313,15.837,0.522,0.872,0.505,0.849,3.31,5.54,3.18,,2.961,2.766,2.889,3.109,17.496,19.044,18.586,20.373,-1.015,-0.614,-1.04,-1.603,21.285,22.858,22.356,24.208,8.023,8.347,8.043,8.37,USD,,,,,,
DYNATRACE,1314.0,1107.0,2006.0,"['Technology', 'Software and IT', 'Artificial Intelligence']",521.0,544.0,689.0,366.0,2005.0,,"Dynatrace, Inc.",,1.081,1.143,1.237,,-0.418,0.076,0.052,,-1.58,0.27,0.18,,0.546,0.704,0.929,,1.471,1.506,1.578,,-0.021,-0.014,-0.031,,2.042,2.256,2.541,,0.961,1.114,1.304,USD,,,,,,
ARAMARK,1994.0,2145.0,1397.0,"['Consumer Cyclical', 'Restaurants', 'Food Service', 'Consumer Services', 'Entertainment']",733.0,622.0,519.0,273875.0,1936.0,2013.0,Aramark,10.406,12.967,11.644,12.044,0.449,-0.462,-0.091,0.194,1.82,-1.83,-0.36,0.76,16.227,12.83,12.096,16.327,9.932,11.914,10.116,10.376,-0.21,-0.361,-0.634,-0.831,13.736,15.713,14.376,15.082,3.33,2.746,2.732,3.038,USD,,,,,,
OKTA,692.0,501.0,1102.0,"['Technology', 'Software and IT', 'Software Products', 'Software and IT Infrastructure']",315.0,245.0,427.0,5030.0,2009.0,2017.0,"Okta, Inc.",,1.55,2.605,3.284,,-0.209,-0.266,-0.848,,-1.78,-2.09,-5.73,,0.586,0.835,1.3,,1.242,1.551,7.738,,-0.688,-1.305,-0.367,,1.955,3.299,9.206,,0.405,0.694,5.922,USD,True,['Identity Management & Verification'],"['okta', 'okta-ventures']","['Okta', 'Okta Ventures']",1.0,0.0
AMERICAN HOMES 4 RENT,1453.0,1534.0,1638.0,"['Real Estate', 'Consumer Services', 'Property Investments']",566.0,636.0,587.0,1794.0,2012.0,2013.0,American Homes 4 Rent,3.081,3.121,4.224,5.0,0.141,0.14,0.189,0.273,0.29,0.28,0.42,,1.143,1.183,1.304,1.491,8.169,8.607,9.59,10.882,-0.377,-0.643,-1.733,-1.426,9.1,9.594,10.962,12.175,6.019,6.472,6.738,7.175,USD,,,,,,
JUUL LABS,1383.0,1383.0,1383.0,"['Cigarettes', 'Electronics']",541.0,532.0,514.0,1509.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE CORPORATION INTERNATIONAL,1758.0,1850.0,1770.0,"['Consumer Cyclical', 'Consumer Services']",670.0,680.0,624.0,20840.0,1962.0,,Service Corporation International,11.854,12.763,13.782,13.393,0.37,0.516,0.803,0.565,2.03,2.92,4.79,3.58,3.231,3.512,4.143,4.109,5.337,5.267,5.811,5.924,-0.279,-0.318,-0.415,-0.448,13.677,14.515,15.691,15.066,1.823,1.753,1.909,1.673,USD,,,,,,
AMDOCS,1985.0,1989.0,1497.0,"['Technology', 'Software and IT', 'Software Products', 'Software and IT Infrastructure']",727.0,642.0,543.0,30288.0,1982.0,,Amdocs Limited,1.75,2.676,2.877,2.83,0.479,0.498,0.688,0.55,3.49,3.73,5.36,4.47,4.087,4.169,4.289,4.577,3.5,4.267,4.237,4.163,-0.087,-0.462,-0.329,-0.263,5.293,6.342,6.512,6.39,3.542,3.665,3.635,3.56,USD,,,,,,
MATCH GROUP,584.0,538.0,664.0,"['Communication Services', 'Internet or Mobile App Based Business', 'Software Products', 'Technology', 'Software and IT']",267.0,197.0,283.0,2720.0,2009.0,2015.0,"Match Group, Inc.",4.39,4.459,5.258,4.542,0.431,0.162,0.278,0.362,2.372128,0.73,1.01,1.28,4.757,2.391,2.983,3.189,6.05,2.427,3.626,3.476,-0.33,-4.886,-0.94,-0.072,8.333,3.046,5.063,4.183,3.943,-1.413,-0.195,-0.359,USD,,,,,,
NEUROCRINE BIOSCIENCES,2475.0,2119.0,1528.0,"['Healthcare', 'Pharmaceutical', 'Biopharmaceutical', 'Biotechnology', 'Technology']",875.0,656.0,555.0,1200.0,1992.0,1996.0,"Neurocrine Biosciences, Inc.",0.669,0.608,0.698,0.661,0.037,0.407,0.09,0.154,0.4,4.38,0.95,,0.788,1.046,1.134,1.489,0.637,1.444,1.709,1.708,-0.211,0.004,-0.13,-0.177,1.306,1.735,2.072,2.369,0.637,1.126,1.374,1.708,USD,,,,,,
CNA FINANCIAL CORPORATION,1556.0,1679.0,1263.0,"['Financial Services', 'Insurance']",604.0,598.0,482.0,6100.0,1897.0,,CNA Financial Corporation,48.397,51.319,53.83,52.102,1.0,0.69,1.202,0.894,3.68,2.54,4.422369,,10.767,10.808,11.908,11.879,2.73,3.579,3.099,-0.776,-0.225,-0.705,-1.228,-1.512,60.612,64.026,66.639,60.927,12.215,12.707,12.809,8.825,USD,,,,,,
SAREPTA THERAPEUTICS,2400.0,2887.0,1576.0,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'Technology', 'HealthCare Products']",856.0,509.0,568.0,1162.0,1980.0,,"Sarepta Therapeutics, Inc.",1.005,2.223,2.22,2.743,-0.715,-0.554,-0.419,-0.703,-9.71,-7.11,-5.15,,0.381,0.54,0.702,0.933,1.5,1.754,2.025,1.929,0.287,-0.122,0.495,-1.047,1.823,2.985,3.148,3.128,0.818,0.762,0.928,0.385,USD,,,,,,
GODADDY,1545.0,1640.0,1316.0,"['Technology', 'Software and IT', 'Software Products', 'Software and IT Infrastructure']",602.0,495.0,493.0,6910.0,1997.0,2015.0,GoDaddy Inc.,5.519,6.445,7.334,7.303,0.137,-0.495,0.242,0.352,0.79,-2.94,1.44,2.22,2.988,3.317,3.816,4.091,3.149,3.077,3.94,3.481,-0.135,-0.482,-0.636,-0.132,6.301,6.433,7.417,6.974,0.782,-0.012,0.083,-0.329,USD,,,,,,
ZOOMINFO TECHNOLOGIES INC.,987.0,846.0,,"['Technology', 'Software and IT', 'Communication Services']",416.0,385.0,,3540.0,2000.0,2020.0,ZoomInfo Technologies Inc.,1.776,1.388,4.855,4.865,-0.046,-0.009,0.117,0.063,0.0,-0.1,0.46,0.16,0.293,0.476,0.747,1.098,0.981,1.248,3.231,3.508,-0.737,-0.113,-0.696,-0.281,1.562,2.327,6.853,7.136,-0.214,0.94,1.998,2.272,USD,,,,,,
AMERCO,1459.0,1578.0,1973.0,"['Industries', 'Real Estate', 'Rent / Lease Services', 'Logistics', 'Consumer Services']",569.0,657.0,678.0,29800.0,1945.0,,Amerco Inc,,9.217,9.8,11.414,,0.442,0.611,1.123,,2.255,3.115,5.729,,3.979,4.542,5.74,,6.622,7.293,9.515,,-1.767,-1.13,-1.867,,13.438,14.652,17.3,,4.221,4.852,5.885,USD,,,,,,
TELEFLEX,1366.0,1166.0,912.0,"['Healthcare', 'Medical Equipment', 'HealthCare Products']",538.0,379.0,363.0,15500.0,1943.0,,Teleflex Incorporated,3.33,3.816,3.117,2.906,0.461,0.335,0.485,0.363,9.99,7.21,10.38,7.74,2.595,2.537,2.81,2.791,4.838,5.714,5.495,5.646,-0.073,-0.838,0.157,-0.258,6.31,7.153,6.872,6.928,2.979,3.336,3.755,4.022,USD,,,,,,
HOST HOTELS & RESORTS,1528.0,1705.0,1179.0,"['Real Estate', 'Consumer Services', 'Property Investments']",594.0,608.0,454.0,165.0,1993.0,,"Host Hotels & Resorts, Inc.",4.838,6.456,5.78,5.39,0.92,-0.732,-0.011,0.633,1.26,-1.04,-0.02,0.89,5.469,1.62,2.89,4.907,10.124,10.388,10.656,9.931,0.058,-0.195,-1.158,-0.618,12.305,12.89,12.352,12.269,7.467,6.434,6.572,6.879,USD,,,,,,
